system_name...1,district,school_name,fac_schtype,system_name...5,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Savannah-Chatham County,Savannah-Chatham County,Bloomingdale Elementary School,E,Savannah-Chatham County,335,68.66,11,11,69,0,0,14
Savannah-Chatham County,Savannah-Chatham County,Ellis Elementary School,E,Savannah-Chatham County,437,32.49,35,5,53,0,0,6
Savannah-Chatham County,Savannah-Chatham County,Haven Elementary School,E,Savannah-Chatham County,385,89.35,98,1,1,0,0,36
Savannah-Chatham County,Savannah-Chatham County,Hesse School,E,Savannah-Chatham County,1275,51.06,22,21,49,0,12.5,99
Savannah-Chatham County,Savannah-Chatham County,Port Wentworth Elementary School,E,Savannah-Chatham County,473,74.21,52,19,20,0,14.6,21
Savannah-Chatham County,Savannah-Chatham County,Windsor Forest Elementary School,E,Savannah-Chatham County,456,78.51,65,7,16,0,4.4,90
Savannah-Chatham County,Savannah-Chatham County,Butler Elementary School,E,Savannah-Chatham County,460,92.83,93,5,1,0,0.9,13
Savannah-Chatham County,Savannah-Chatham County,Hodge Elementary School,E,Savannah-Chatham County,436,93.81,94,3,1,0,0,7
Savannah-Chatham County,Savannah-Chatham County,Jenkins High School,H,Savannah-Chatham County,1052,57.79,63,7,21,0,1.7,235
Savannah-Chatham County,Savannah-Chatham County,Mercer Middle School,M,Savannah-Chatham County,430,83.72,64,27,6,0,8.1,189
Savannah-Chatham County,Savannah-Chatham County,Jacob G. Smith Elementary School,E,Savannah-Chatham County,496,46.77,45,6,43,0,0.2,16
Savannah-Chatham County,Savannah-Chatham County,Windsor Forest High School,H,Savannah-Chatham County,1013,63.38,69,12,12,0,1.3,339
Chattahoochee County,Chattahoochee County,Chattahoochee County Education Center,E,Chattahoochee County,260,94.16,33,4,58,0,0,31
Chattahoochee County,Chattahoochee County,Chattahoochee County Middle School,M,Chattahoochee County,166,77.71,28,7,58,0,0.6,36
Chattahoochee County,Chattahoochee County,Chattahoochee County High School,H,Chattahoochee County,450,45.56,20,17,53,0,2.7,40
Chattooga County,Chattooga County,Leroy Massey Elementary School,E,Chattooga County,767,85.34,13,9,68,0,3.7,2
Chattooga County,Chattooga County,Chattooga Academy,H,Chattooga County,70,10,7,3,83,0,2.9,7
Chattooga County,Chattooga County,Chattooga High School,H,Chattooga County,726,81.4,8,5,82,0,0.4,61
Chattooga County,Chattooga County,Lyerly Elementary School,E,Chattooga County,351,79.2,3,3,89,0,0.6,2
Chattooga County,Chattooga County,Summerville Middle School,M,Chattooga County,361,88.64,15,12,65,0,1.1,2
Chattooga County,Chattooga County,Menlo Elementary School,E,Chattooga County,326,58.59,0,1,95,0,0.3,0
Cherokee County,Cherokee County,Carmel Elementary School,E,Cherokee County,993,46.73,16,26,50,0,12.5,43
Cherokee County,Cherokee County,Woodstock Elementary School,E,Cherokee County,1151,37.1,11,22,55,0,9.6,56
Cherokee County,Cherokee County,"William G. Hasty, Sr. Elementary School",E,Cherokee County,835,70.53,7,67,23,0,49.5,46
Cherokee County,Cherokee County,Creekview High School,H,Cherokee County,1996,11.52,3,8,87,0,1.1,78
Cherokee County,Cherokee County,Avery Elementary School,E,Cherokee County,1034,17.02,3,10,82,0,3.8,7
Cherokee County,Cherokee County,Mill Creek Middle School,M,Cherokee County,1413,25.62,8,19,65,0,3.1,144
Cherokee County,Cherokee County,River Ridge High School,H,Cherokee County,1901,21.09,9,20,64,0,2.1,138
Cherokee County,Cherokee County,Indian Knoll Elementary,E,Cherokee County,917,28.9,4,18,73,0,6.9,20
Cherokee County,Cherokee County,Etowah High School,H,Cherokee County,2450,24.41,11,18,66,0,2.1,190
Cherokee County,Cherokee County,E. T. Booth Middle School,M,Cherokee County,1822,32.16,10,21,61,0,3.6,236
Cherokee County,Cherokee County,Johnston Elementary School,E,Cherokee County,577,34.84,3,23,65,0,10.2,5
Cherokee County,Cherokee County,Dean Rusk Middle School,M,Cherokee County,1543,24.24,6,14,73,0,2.3,306
Cherokee County,Cherokee County,Boston Elementary School,E,Cherokee County,586,31.74,8,18,66,0,7.2,22
Cherokee County,Cherokee County,Mountain Road Elementary School,E,Cherokee County,442,23.08,8,8,75,0,4.1,0
Cherokee County,Cherokee County,Sequoyah High School,H,Cherokee County,1983,19.77,7,14,74,0,1.3,107
Cherokee County,Cherokee County,Sixes Elementary School,E,Cherokee County,732,11.89,3,7,85,0,1.4,14
Cherokee County,Cherokee County,Bascomb Elementary School,E,Cherokee County,905,6.41,4,5,84,0,0.7,25
Cherokee County,Cherokee County,Woodstock High School,H,Cherokee County,2334,24.81,12,17,64,0,2.7,153
Cherokee County,Cherokee County,R. M. Moore Elementary School,E,Cherokee County,830,63.13,4,37,55,0,28.1,60
Cherokee County,Cherokee County,Holly Springs Elementary School,E,Cherokee County,732,39.34,6,19,69,0,7.4,58
Cherokee County,Cherokee County,Liberty Elementary School,E,Cherokee County,2413,24.2,10,15,69,0,7.2,9
Cherokee County,Cherokee County,Freedom Middle School,M,Cherokee County,2259,20.46,7,14,73,0,1.4,71
Cherokee County,Cherokee County,Ball Ground Elementary School,E,Cherokee County,525,27.81,1,6,91,0,1.5,33
Cherokee County,Cherokee County,Teasley Middle School,M,Cherokee County,1590,54.53,6,38,53,0,12.6,365
Cherokee County,Cherokee County,Woodstock Middle School,M,Cherokee County,1241,38.28,15,21,54,0,5.2,154
Cherokee County,Cherokee County,Creekland Middle School,M,Cherokee County,3539,16.57,2,9,86,0,0.7,88
Cherokee County,Cherokee County,Little River Elem.,E,Cherokee County,1357,18.72,9,18,61,0,5.2,33
Cherokee County,Cherokee County,Clark Creek Elementary School,E,Cherokee County,1208,45.53,16,22,51,0,12.7,25
Cherokee County,Cherokee County,Arnold Mill Elementary School,E,Cherokee County,795,21.89,5,15,74,0,6.7,18
Cherokee County,Cherokee County,Free Home Elementary School,E,Cherokee County,324,24.07,4,10,80,0,5.6,4
Cherokee County,Cherokee County,J. Knox Elementary,E,Cherokee County,1003,40.68,6,25,65,0,17,31
Cherokee County,Cherokee County,Clayton Elementary School,E,Cherokee County,256,33.2,0,4,92,0,1.6,13
Cherokee County,Cherokee County,Oak Grove Elementary School,E,Cherokee County,1406,66.59,9,43,41,0,29.9,23
Cherokee County,Cherokee County,Hickory Flat Elementary School,E,Cherokee County,1262,12.89,4,9,79,0,2.6,3
Cherokee County,Cherokee County,Cherokee High School,H,Cherokee County,2770,35.09,7,26,63,0,7,191
Cherokee County,Cherokee County,Macedonia Elementary School,E,Cherokee County,753,9.83,3,6,86,0,1.3,6
Clarke County,Clarke County,Cedar Shoals High School,H,Clarke County,1422,92.05,55,28,13,1,4.5,259
Clarke County,Clarke County,Classic City High School,H,Clarke County,76,92.11,58,21,16,0,0,71
Clarke County,Clarke County,Alps Road Elementary School,E,Clarke County,337,91.99,77,9,7,1,5.6,199
Clarke County,Clarke County,Judia Jackson Harris Elementary,E,Clarke County,416,92.07,31,63,5,1,46.9,20
Clarke County,Clarke County,Timothy Elementary School,E,Clarke County,526,92.02,40,11,37,0,9.9,11
Clarke County,Clarke County,Cleveland Road Elementary School,E,Clarke County,269,92.19,40,32,20,0,24.2,17
Clarke County,Clarke County,Coile Middle School,M,Clarke County,735,92.11,50,42,5,1,6.7,178
Clarke County,Clarke County,Gaines Elementary School,E,Clarke County,475,92,74,16,5,0,8.8,191
Clarke County,Clarke County,Howard B. Stroud Elementary School,E,Clarke County,338,92.01,71,19,4,0,10.7,95
Clarke County,Clarke County,Burney-Harris-Lyons Middle School,M,Clarke County,692,92.05,41,39,13,1,6.6,151
Clarke County,Clarke County,Whit Davis Road Elementary School,E,Clarke County,457,92.12,44,13,37,1,7.7,162
Clarke County,Clarke County,Clarke Middle School,M,Clarke County,789,92.02,48,11,34,0,2.7,216
Clarke County,Clarke County,Whitehead Road Elementary School,E,Clarke County,725,92,40,38,15,1,25,4
Clarke County,Clarke County,Barnett Shoals Elementary School,E,Clarke County,504,92.06,52,10,30,1,6.7,11
Clarke County,Clarke County,Winterville Elementary School,E,Clarke County,390,92.05,55,26,16,1,17.9,130
Clarke County,Clarke County,Barrow Elementary School,E,Clarke County,501,92.02,36,6,47,0,8,36
Clarke County,Clarke County,Fowler Drive Elementary School,E,Clarke County,441,92.06,47,45,6,1,33.8,57
Clarke County,Clarke County,Oglethorpe Avenue Elementary School,E,Clarke County,507,92.11,38,40,18,0,26.2,77
Clarke County,Clarke County,Chase Street Elementary School,E,Clarke County,541,92.05,33,7,55,0,2.8,144
Clarke County,Clarke County,Hilsman Middle School,M,Clarke County,683,92.09,61,13,18,0,1.6,257
Clarke County,Clarke County,Clarke Central High School,H,Clarke County,1771,92.04,46,24,24,0,3.3,327
Clay County,Clay County,Clay County Middle School,M,Clay County,62,89.6,97,0,2,0,0,12
Clay County,Clay County,Clay County Elementary,E,Clay County,122,89.6,97,0,2,0,0,32
Clayton County,Clayton County,M. D. Roberts Middle School,M,Clayton County,967,92.97,76,14,3,0,1.8,66
Clayton County,Clayton County,Callaway Elementary School,E,Clayton County,1460,92.91,75,19,1,0,7.8,40
Clayton County,Clayton County,Mundy's Mill High School,H,Clayton County,1691,92.96,82,13,1,0,1.5,495
Clayton County,Clayton County,Thurgood Marshall Elementary School,E,Clayton County,840,92.98,70,17,3,0,13.8,28
Clayton County,Clayton County,Jonesboro Middle School,M,Clayton County,1010,92.97,67,27,2,0,7,349
Clayton County,Clayton County,Sequoyah Middle School,M,Clayton County,2625,92.93,70,25,1,0,6,279
Clayton County,Clayton County,Mount Zion Primary,E,Clayton County,632,92.88,69,22,3,0,16,10
Clayton County,Clayton County,Elite Scholars Academy School,M,Clayton County,664,92.92,74,14,0,0,0,13
Clayton County,Clayton County,Charles R. Drew High School,H,Clayton County,1555,92.93,66,27,1,0,5.2,388
Clayton County,Clayton County,Eddie White Middle School,M,Clayton County,477,92.95,16,12,74,1,3.6,158
Clayton County,Clayton County,Morrow Middle School,M,Clayton County,957,92.89,58,25,2,0,7.1,245
Clayton County,Clayton County,Kilpatrick Elementary School,E,Clayton County,743,92.87,50,40,5,0,22.3,5
Clayton County,Clayton County,Mundys Mill Middle School,M,Clayton County,827,92.99,78,15,2,0,2.3,159
Clayton County,Clayton County,Brown Elementary School,E,Clayton County,799,93.24,80,15,1,0,6.9,62
Clayton County,Clayton County,Mount Zion Elementary School,E,Clayton County,1285,92.95,70,22,2,0,12.5,36
Clayton County,Clayton County,Adamson Middle School,M,Clayton County,568,92.96,73,20,2,0,3.5,98
Clayton County,Clayton County,Pointe South Elementary School,E,Clayton County,610,92.95,80,12,1,0,4.8,38
Clayton County,Clayton County,Lovejoy High School,H,Clayton County,1819,92.96,81,13,2,0,1.5,297
Clayton County,Clayton County,Lovejoy Middle School,M,Clayton County,536,92.91,75,20,1,0,3.9,138
Clayton County,Clayton County,River's Edge Elementary School,E,Clayton County,636,92.92,86,7,3,0,2.2,10
Clayton County,Clayton County,Kendrick Middle School,M,Clayton County,794,92.95,73,21,2,0,5.7,148
Clayton County,Clayton County,Hawthorne Elementary School,E,Clayton County,1248,92.92,69,25,2,0,12,54
Clayton County,Clayton County,Roberta T. Smith Elementary School,E,Clayton County,980,92.96,69,21,3,0,12,3
Clayton County,Clayton County,Harper Elementary School,E,Clayton County,1134,92.93,65,29,1,0,19.6,28
Clayton County,Clayton County,"Martin Luther King, Jr. Elementary School",E,Clayton County,1546,88.69,92,4,1,0,6.4,60
Clayton County,Clayton County,Kemp Primary,E,Clayton County,607,92.92,77,14,2,0,11.4,14
Clayton County,Clayton County,Rex Mill Middle School,M,Clayton County,1132,92.93,69,22,3,0,4,178
Clayton County,Clayton County,Martha Ellen Stilwell School for the Performing Arts,H,Clayton County,597,92.96,77,10,3,0,0,0
Clayton County,Clayton County,Oliver Elementary School,E,Clayton County,649,92.91,79,12,0,0,8.9,10
Clayton County,Clayton County,Pointe South Middle School,M,Clayton County,846,92.91,79,17,1,0,2.8,213
Clayton County,Clayton County,Mount Zion High School,H,Clayton County,1307,92.96,70,21,2,0,2.6,267
Clayton County,Clayton County,Lake Ridge Elementary School,E,Clayton County,592,92.91,67,26,1,0,20.4,65
Clayton County,Clayton County,James Jackson Elementary School,E,Clayton County,600,92.83,81,13,3,0,8.5,51
Clayton County,Clayton County,Kemp Elem School,E,Clayton County,664,92.92,77,15,3,0,9.2,41
Clayton County,Clayton County,Unidos Dual Language School,E,Clayton County,417,92.81,37,59,1,0,41,0
Clayton County,Clayton County,Riverdale High School,H,Clayton County,1206,92.95,80,15,1,0,2.2,186
Clayton County,Clayton County,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,H,Clayton County,934,92.93,71,24,2,0,0,217
Clayton County,Clayton County,Eddie White Elementary School,E,Clayton County,720,94.56,77,17,1,0,9.7,61
Clayton County,Clayton County,Kay R Pace Elementary School of the Arts,E,Clayton County,473,92.81,85,8,1,0,2.5,8
Clayton County,Clayton County,Anderson Elementary School,E,Clayton County,534,92.88,54,37,4,0,22.8,33
Clayton County,Clayton County,East Clayton Elementary School,E,Clayton County,591,92.89,82,12,2,0,7.6,28
Clayton County,Clayton County,Forest Park High School,H,Clayton County,1666,92.98,42,44,3,0,8,176
Clayton County,Clayton County,Jonesboro High School,H,Clayton County,1388,92.94,68,22,3,0,2.7,310
Clayton County,Clayton County,Lee Street Elementary School,E,Clayton County,573,92.84,73,20,2,0,16.1,54
Clayton County,Clayton County,Northcutt Elementary School,E,Clayton County,719,87.49,83,11,0,0,10.2,79
Clayton County,Clayton County,Tara Elementary School,E,Clayton County,699,92.99,68,27,3,0,11.3,47
Clayton County,Clayton County,Arnold Elementary School,E,Clayton County,567,92.95,64,18,8,0,8.1,4
Clayton County,Clayton County,North Clayton High School,H,Clayton County,1163,92.95,88,8,0,0,2.3,360
Clayton County,Clayton County,Forest Park Middle School,M,Clayton County,700,92.86,52,39,4,0,14.1,142
Clayton County,Clayton County,Morrow Elementary School,E,Clayton County,523,92.93,48,28,2,0,28.7,19
Clayton County,Clayton County,Riverdale Elementary School,E,Clayton County,747,92.9,69,25,1,0,13.8,23
Clayton County,Clayton County,West Clayton Elementary School,E,Clayton County,577,92.89,92,6,0,0,3.6,35
Clayton County,Clayton County,Fountain Elementary School,E,Clayton County,569,92.97,49,45,2,0,33.9,49
Clayton County,Clayton County,Babb Middle School,M,Clayton County,1027,92.99,38,48,3,0,12.6,106
Clayton County,Clayton County,North Clayton Middle School,M,Clayton County,873,92.9,86,10,0,0,3.8,116
Clayton County,Clayton County,Haynie Elementary School,E,Clayton County,906,92.94,36,50,3,0,34.4,13
Clayton County,Clayton County,Riverdale Middle School,M,Clayton County,779,92.94,78,14,1,0,3.2,303
Clayton County,Clayton County,Church Street Elementary School,E,Clayton County,803,92.9,80,14,1,0,9,30
Clayton County,Clayton County,Lake City Elementary School,E,Clayton County,561,92.87,35,45,3,0,31.4,11
Clayton County,Clayton County,Morrow High School,H,Clayton County,1771,92.94,67,17,1,0,3.3,332
Clayton County,Clayton County,Suder Elementary School,E,Clayton County,664,92.92,71,16,4,0,7.8,14
Clayton County,Clayton County,Edmonds Elementary School,E,Clayton County,518,92.86,50,42,3,0,27.6,11
Clayton County,Clayton County,Huie Elementary School,E,Clayton County,748,92.91,60,32,3,0,21.1,56
Clayton County,Clayton County,William M. McGarrah Elementary School,E,Clayton County,651,92.93,62,20,3,0,18.3,10
Clayton County,Clayton County,Swint Elementary School,E,Clayton County,715,92.87,71,23,2,0,14.8,49
Clinch County,Clinch County,Clinch County Elementary School,E,Clinch County,510,82.68,38,4,51,5,0.2,142
Clinch County,Clinch County,Clinch County Middle School,M,Clinch County,292,94.86,33,6,55,2,0,216
Clinch County,Clinch County,Clinch County High School,H,Clinch County,462,61.69,34,3,58,1,0,109
Cobb County,Cobb County,Kennesaw Mountain High School,H,Cobb County,1899,27.54,27,18,43,0,2.9,117
Cobb County,Cobb County,Riverside Intermediate School,E,Cobb County,1099,91.94,49,48,2,0,33.4,174
Cobb County,Cobb County,Kell High School,H,Cobb County,1526,31.59,20,17,54,0,0.7,193
Cobb County,Cobb County,Bullard Elementary School,E,Cobb County,794,21.28,13,14,63,0,6.9,41
Cobb County,Cobb County,McCall Primary School,E,Cobb County,316,53.16,29,22,38,0,18,15
Cobb County,Cobb County,Pickett's Mill Elementary,E,Cobb County,712,20.08,11,12,71,0,4.5,33
Cobb County,Cobb County,East Side Elementary School,E,Cobb County,1225,9.69,4,6,61,0,4.2,25
Cobb County,Cobb County,Clarkdale Elementary School,E,Cobb County,741,84.08,56,31,10,0,18.1,43
Cobb County,Cobb County,Mableton Elementary School,E,Cobb County,1041,78.77,37,47,13,0,28.9,141
Cobb County,Cobb County,Birney Elementary School,E,Cobb County,784,86.86,42,47,6,0,33.7,54
Cobb County,Cobb County,Walton High School,H,Cobb County,2685,10.89,6,6,65,0,0.7,92
Cobb County,Cobb County,Mabry Middle School,M,Cobb County,950,8.42,10,9,66,0,0,56
Cobb County,Cobb County,Still Elementary School,E,Cobb County,716,20.53,27,12,52,0,4.5,17
Cobb County,Cobb County,Tritt Elementary School,E,Cobb County,884,55.46,4,6,81,0,1.8,4
Cobb County,Cobb County,McCleskey Middle School,M,Cobb County,684,33.77,18,18,57,0,2.9,120
Cobb County,Cobb County,Garrison Mill Elementary School,E,Cobb County,671,26.52,7,7,75,0,2.7,14
Cobb County,Cobb County,Keheley Elementary School,E,Cobb County,482,21.37,12,15,65,0,5.2,11
Cobb County,Cobb County,Pope High School,H,Cobb County,1941,5.2,5,6,78,0,0.3,107
Cobb County,Cobb County,Baker Elementary School,E,Cobb County,809,35.85,34,18,33,0,9.4,20
Cobb County,Cobb County,Dowell Elementary School,E,Cobb County,977,62.13,40,38,14,0,27.7,32
Cobb County,Cobb County,Varner Elementary School,E,Cobb County,772,57.77,61,16,17,0,7,50
Cobb County,Cobb County,Harrison High School,H,Cobb County,2365,8.16,13,6,75,0,0.1,127
Cobb County,Cobb County,Hayes Elementary School,E,Cobb County,862,50.12,38,23,30,0,11.8,76
Cobb County,Cobb County,Vaughan Elementary School,E,Cobb County,743,16.96,18,8,65,0,0,28
Cobb County,Cobb County,Chalker Elementary School,E,Cobb County,668,27.84,24,16,48,0,6.7,20
Cobb County,Cobb County,Nickajack Elementary School,E,Cobb County,1134,35.19,58,8,23,0,4.9,52
