Georgia Department of Education
FTE Enrollment by Race/Ethnicity and Gender - Fiscal Year 2019-1 Data Report
"October 2, 2018 (FTE 2019-1)"
 
System ID, System Name,School ID,  Gender,  Ethnic Hispanic,  Race AmericanIndian,  Race Asian,  Race Black,  Race Pacific Islander,  Race White,  Two or more Races 
"674","Heard County","2050-Ephesus Elementary School","Total","*","*","*","*","*","140","*"
"675","Henry County","0100-Ola Elementary School","Female","32","*","*","128","*","295","26"
"675","Henry County","0100-Ola Elementary School","Male","42","*","*","121","*","306","23"
"675","Henry County","0100-Ola Elementary School","Total","74","*","*","249","*","601","49"
"675","Henry County","0101-Union Grove High","Female","42","*","44","260","*","375","21"
"675","Henry County","0101-Union Grove High","Male","47","*","48","285","*","399","26"
"675","Henry County","0101-Union Grove High","Total","89","*","92","545","*","774","47"
"675","Henry County","0104-Luella High School","Female","72","*","33","426","*","73","29"
"675","Henry County","0104-Luella High School","Male","68","*","15","409","*","91","24"
"675","Henry County","0104-Luella High School","Total","140","*","48","835","*","164","53"
"675","Henry County","0105-Dutchtown High","Female","61","*","65","622","*","37","38"
"675","Henry County","0105-Dutchtown High","Male","52","*","74","635","*","50","24"
"675","Henry County","0105-Dutchtown High","Total","113","*","139","1257","*","87","62"
"675","Henry County","0106-Luella Elementary School","Female","39","*","*","222","*","42","16"
"675","Henry County","0106-Luella Elementary School","Male","42","*","*","207","*","49","27"
"675","Henry County","0106-Luella Elementary School","Total","81","*","*","429","*","91","43"
"675","Henry County","0107-Dutchtown Elementary School","Female","32","*","24","272","*","17","25"
"675","Henry County","0107-Dutchtown Elementary School","Male","32","*","31","292","*","37","21"
"675","Henry County","0107-Dutchtown Elementary School","Total","64","*","55","564","*","54","46"
"675","Henry County","0108-Woodland Elementary School","Female","31","*","*","181","*","95","19"
"675","Henry County","0108-Woodland Elementary School","Male","47","*","*","173","*","95","27"
"675","Henry County","0108-Woodland Elementary School","Total","78","*","*","354","*","190","46"
"675","Henry County","0191-Cotton Indian Elementary School","Female","57","*","*","157","*","80","*"
"675","Henry County","0191-Cotton Indian Elementary School","Male","52","*","*","169","*","99","21"
"675","Henry County","0191-Cotton Indian Elementary School","Total","109","*","*","326","*","179","*"
"675","Henry County","0194-Wesley Lakes Elementary School","Female","43","*","*","309","*","*","23"
"675","Henry County","0194-Wesley Lakes Elementary School","Male","40","*","*","312","*","21","22"
"675","Henry County","0194-Wesley Lakes Elementary School","Total","83","*","*","621","*","*","45"
"675","Henry County","0196-Pate's Creek Elementary School","Female","28","*","*","177","*","34","21"
"675","Henry County","0196-Pate's Creek Elementary School","Male","39","*","16","192","*","35","16"
"675","Henry County","0196-Pate's Creek Elementary School","Total","67","*","*","369","*","69","37"
"675","Henry County","0197-Pleasant Grove Elementary School","Female","41","*","*","122","*","69","27"
"675","Henry County","0197-Pleasant Grove Elementary School","Male","26","*","*","112","*","57","31"
"675","Henry County","0197-Pleasant Grove Elementary School","Total","67","*","*","234","*","126","58"
"675","Henry County","0200-Mount Carmel Elementary School","Female","41","*","*","164","*","80","*"
"675","Henry County","0200-Mount Carmel Elementary School","Male","30","*","*","166","*","93","*"
"675","Henry County","0200-Mount Carmel Elementary School","Total","71","*","*","330","*","173","*"
"675","Henry County","0203-East Lake Elementary","Female","*","*","18","125","*","149","19"
"675","Henry County","0203-East Lake Elementary","Male","19","*","24","124","*","140","21"
"675","Henry County","0203-East Lake Elementary","Total","*","*","42","249","*","289","40"
"675","Henry County","0206-Dutchtown Middle School","Female","49","*","45","400","*","24","25"
"675","Henry County","0206-Dutchtown Middle School","Male","54","*","44","479","*","29","23"
"675","Henry County","0206-Dutchtown Middle School","Total","103","*","89","879","*","53","48"
"675","Henry County","0207-Timber Ridge Elementary School","Female","23","*","*","104","*","158","21"
"675","Henry County","0207-Timber Ridge Elementary School","Male","20","*","*","107","*","149","*"
"675","Henry County","0207-Timber Ridge Elementary School","Total","43","*","*","211","*","307","*"
"675","Henry County","0208-Walnut Creek Elementary","Female","52","*","*","195","*","39","21"
"675","Henry County","0208-Walnut Creek Elementary","Male","35","*","*","237","*","40","24"
"675","Henry County","0208-Walnut Creek Elementary","Total","87","*","*","432","*","79","45"
"675","Henry County","0209-Bethlehem Elementary School","Female","18","*","*","138","*","44","22"
"675","Henry County","0209-Bethlehem Elementary School","Male","17","*","*","143","*","42","*"
"675","Henry County","0209-Bethlehem Elementary School","Total","35","*","*","281","*","86","*"
"675","Henry County","0211-Rocky Creek Elementary","Female","29","*","*","179","*","119","18"
"675","Henry County","0211-Rocky Creek Elementary","Male","36","*","*","173","*","98","15"
"675","Henry County","0211-Rocky Creek Elementary","Total","65","*","*","352","*","217","33"
"675","Henry County","0213-Locust Grove Middle","Female","47","*","*","136","*","302","16"
"675","Henry County","0213-Locust Grove Middle","Male","44","*","*","167","*","295","24"
"675","Henry County","0213-Locust Grove Middle","Total","91","*","*","303","*","597","40"
"675","Henry County","0214-Locust Grove High","Female","76","*","*","190","*","404","27"
"675","Henry County","0214-Locust Grove High","Male","53","*","*","190","*","455","27"
"675","Henry County","0214-Locust Grove High","Total","129","*","*","380","*","859","54"
"675","Henry County","0215-Hampton Middle School","Female","52","*","*","253","*","127","23"
"675","Henry County","0215-Hampton Middle School","Male","48","*","*","278","*","134","19"
"675","Henry County","0215-Hampton Middle School","Total","100","*","*","531","*","261","42"
"675","Henry County","0291-Oakland Elementary School","Female","58","*","*","262","*","18","22"
"675","Henry County","0291-Oakland Elementary School","Male","55","*","*","252","*","21","22"
"675","Henry County","0291-Oakland Elementary School","Total","113","*","*","514","*","39","44"
"675","Henry County","0294-Austin Road Elementary School","Female","24","*","*","113","*","24","*"
"675","Henry County","0294-Austin Road Elementary School","Male","18","*","*","130","*","29","*"
"675","Henry County","0294-Austin Road Elementary School","Total","42","*","*","243","*","53","*"
"675","Henry County","0295-Stockbridge High School","Female","88","*","*","528","*","67","17"
"675","Henry County","0295-Stockbridge High School","Male","103","*","15","560","*","73","21"
"675","Henry County","0295-Stockbridge High School","Total","191","*","*","1088","*","140","38"
"675","Henry County","0297-Hickory Flat Elementary School","Female","39","*","25","234","*","19","*"
"675","Henry County","0297-Hickory Flat Elementary School","Male","18","*","33","227","*","28","20"
"675","Henry County","0297-Hickory Flat Elementary School","Total","57","*","58","461","*","47","*"
"675","Henry County","0303-Unity Grove Elementary School","Female","25","*","*","68","*","258","18"
"675","Henry County","0303-Unity Grove Elementary School","Male","44","*","*","74","*","277","18"
"675","Henry County","0303-Unity Grove Elementary School","Total","69","*","*","142","*","535","36"
"675","Henry County","0307-Ola High School","Female","46","*","*","202","*","532","27"
"675","Henry County","0307-Ola High School","Male","50","*","*","171","*","588","17"
"675","Henry County","0307-Ola High School","Total","96","*","*","373","*","1120","44"
"675","Henry County","0308-Woodland Middle School","Female","47","*","*","204","*","90","32"
"675","Henry County","0308-Woodland Middle School","Male","47","*","*","242","*","108","15"
"675","Henry County","0308-Woodland Middle School","Total","94","*","*","446","*","198","47"
"675","Henry County","0315-Hampton High School","Female","74","*","*","349","*","164","18"
"675","Henry County","0315-Hampton High School","Male","59","*","*","341","*","155","20"
"675","Henry County","0315-Hampton High School","Total","133","*","*","690","*","319","38"
"675","Henry County","0391-Eagle's Landing High School","Female","70","*","31","538","*","41","36"
"675","Henry County","0391-Eagle's Landing High School","Male","73","*","31","522","*","65","26"
"675","Henry County","0391-Eagle's Landing High School","Total","143","*","62","1060","*","106","62"
"675","Henry County","0394-Eagle's Landing Middle School","Female","63","*","*","391","*","48","26"
"675","Henry County","0394-Eagle's Landing Middle School","Male","56","*","22","385","*","43","22"
"675","Henry County","0394-Eagle's Landing Middle School","Total","119","*","*","776","*","91","48"
"675","Henry County","0397-Austin Road Middle School","Female","25","*","*","265","*","27","*"
"675","Henry County","0397-Austin Road Middle School","Male","35","*","*","254","*","27","*"
"675","Henry County","0397-Austin Road Middle School","Total","60","*","*","519","*","54","*"
"675","Henry County","0403-Red Oak Elementary School","Female","47","*","36","255","*","*","16"
"675","Henry County","0403-Red Oak Elementary School","Male","45","*","44","264","*","*","18"
"675","Henry County","0403-Red Oak Elementary School","Total","92","*","80","519","*","*","34"
"675","Henry County","0407-New Hope Elementary","Female","29","*","*","47","*","250","21"
"675","Henry County","0407-New Hope Elementary","Male","20","*","*","38","*","296","18"
"675","Henry County","0407-New Hope Elementary","Total","49","*","*","85","*","546","39"
"675","Henry County","0408-Woodland High School","Female","81","*","18","405","*","146","39"
"675","Henry County","0408-Woodland High School","Male","63","*","*","500","*","176","38"
"675","Henry County","0408-Woodland High School","Total","144","*","*","905","*","322","77"
"675","Henry County","0409-Tussahaw Elementary","Female","36","*","*","305","*","40","*"
"675","Henry County","0409-Tussahaw Elementary","Male","32","*","*","314","*","59","17"
"675","Henry County","0409-Tussahaw Elementary","Total","68","*","*","619","*","99","*"
"675","Henry County","0503-Flippen Elementary School","Female","48","*","*","180","*","63","17"
"675","Henry County","0503-Flippen Elementary School","Male","35","*","25","179","*","74","21"
"675","Henry County","0503-Flippen Elementary School","Total","83","*","*","359","*","137","38"
"675","Henry County","0507-Ola Middle School","Female","42","*","*","136","*","398","25"
"675","Henry County","0507-Ola Middle School","Male","40","*","*","152","*","420","26"
"675","Henry County","0507-Ola Middle School","Total","82","*","*","288","*","818","51"
"675","Henry County","0509-Rock Spring Elementary","Female","25","*","*","55","*","277","19"
"675","Henry County","0509-Rock Spring Elementary","Male","29","*","*","65","*","305","26"
"675","Henry County","0509-Rock Spring Elementary","Total","54","*","*","120","*","582","45"
"675","Henry County","0603-Luella Middle School","Female","46","*","*","328","*","49","21"
"675","Henry County","0603-Luella Middle School","Male","40","*","*","358","*","48","20"
"675","Henry County","0603-Luella Middle School","Total","86","*","*","686","*","97","41"
"675","Henry County","0703-Union Grove Middle","Female","34","*","33","192","*","198","29"
"675","Henry County","0703-Union Grove Middle","Male","39","*","22","236","*","226","28"
"675","Henry County","0703-Union Grove Middle","Total","73","*","55","428","*","424","57"
"675","Henry County","0804-EXCEL Academy","Female","*","*","*","25","*","*","*"
"675","Henry County","0804-EXCEL Academy","Male","*","*","*","65","*","20","*"
"675","Henry County","0804-EXCEL Academy","Total","*","*","*","90","*","*","*"
"675","Henry County","1050-Fairview Elementary School","Female","49","*","*","204","*","*","*"
"675","Henry County","1050-Fairview Elementary School","Male","51","*","*","211","*","*","*"
"675","Henry County","1050-Fairview Elementary School","Total","100","*","*","415","*","*","*"
"675","Henry County","2050-Hampton Elementary School","Female","39","*","*","74","*","59","*"
"675","Henry County","2050-Hampton Elementary School","Male","34","*","*","81","*","73","15"
"675","Henry County","2050-Hampton Elementary School","Total","73","*","*","155","*","132","*"
"675","Henry County","2552-Smith-Barnes Elementary School","Female","40","*","*","98","*","*","*"
"675","Henry County","2552-Smith-Barnes Elementary School","Male","40","*","*","96","*","*","*"
"675","Henry County","2552-Smith-Barnes Elementary School","Total","80","*","*","194","*","*","*"
"675","Henry County","3050-McDonough High School","Female","44","*","*","469","*","38","17"
"675","Henry County","3050-McDonough High School","Male","49","*","*","387","*","37","*"
"675","Henry County","3050-McDonough High School","Total","93","*","*","856","*","75","*"
"675","Henry County","3052-Stockbridge Elementary School","Female","66","*","*","150","*","25","*"
"675","Henry County","3052-Stockbridge Elementary School","Male","70","*","*","171","*","22","*"
"675","Henry County","3052-Stockbridge Elementary School","Total","136","*","*","321","*","47","*"
"675","Henry County","4050-McDonough Middle School","Female","34","*","*","294","*","20","*"
"675","Henry County","4050-McDonough Middle School","Male","42","*","*","316","*","26","19"
"675","Henry County","4050-McDonough Middle School","Total","76","*","*","610","*","46","*"
"675","Henry County","5050-Locust Grove Elementary School","Female","31","*","*","96","*","66","15"
"675","Henry County","5050-Locust Grove Elementary School","Male","32","*","*","97","*","72","*"
"675","Henry County","5050-Locust Grove Elementary School","Total","63","*","*","193","*","138","*"
"675","Henry County","5052-Stockbridge Middle School","Female","56","*","*","204","*","63","28"
"675","Henry County","5052-Stockbridge Middle School","Male","76","*","*","209","*","56","18"
"675","Henry County","5052-Stockbridge Middle School","Total","132","*","*","413","*","119","46"
"676","Houston County","0100-Eagle Springs Elementary","Female","44","*","26","139","*","154","21"
"676","Houston County","0100-Eagle Springs Elementary","Male","50","*","*","133","*","159","30"
"676","Houston County","0100-Eagle Springs Elementary","Total","94","*","*","272","*","313","51"
"676","Houston County","0102-C. B. Watson Primary School","Female","37","*","*","169","*","30","27"
"676","Houston County","0102-C. B. Watson Primary School","Male","39","*","*","151","*","53","20"
"676","Houston County","0102-C. B. Watson Primary School","Total","76","*","*","320","*","83","47"
"676","Houston County","0103-Lake Joy Primary School","Female","45","*","35","76","*","184","32"
"676","Houston County","0103-Lake Joy Primary School","Male","64","*","26","82","*","170","29"
"676","Houston County","0103-Lake Joy Primary School","Total","109","*","61","158","*","354","61"
"676","Houston County","0104-David A. Perdue Primary ","Female","30","*","*","113","*","160","29"
"676","Houston County","0104-David A. Perdue Primary ","Male","42","*","*","115","*","203","44"
"676","Houston County","0104-David A. Perdue Primary ","Total","72","*","*","228","*","363","73"
"676","Houston County","0105-Huntington Middle School","Female","41","*","*","237","*","82","30"
"676","Houston County","0105-Huntington Middle School","Male","49","*","*","256","*","98","18"
"676","Houston County","0105-Huntington Middle School","Total","90","*","*","493","*","180","48"
"676","Houston County","0108-Mossy Creek Middle School","Female","33","*","*","80","*","207","24"
"676","Houston County","0108-Mossy Creek Middle School","Male","25","*","*","95","*","228","23"
"676","Houston County","0108-Mossy Creek Middle School","Total","58","*","*","175","*","435","47"
"676","Houston County","0111-Veterans High School","Female","48","*","*","236","*","494","43"
"676","Houston County","0111-Veterans High School","Male","67","*","*","198","*","498","43"
"676","Houston County","0111-Veterans High School","Total","115","*","*","434","*","992","86"
"676","Houston County","0116-Houston County WIN Academy","Female","*","*","*","29","*","*","*"
"676","Houston County","0116-Houston County WIN Academy","Male","*","*","*","59","*","23","*"
"676","Houston County","0116-Houston County WIN Academy","Total","*","*","*","88","*","*","*"
"676","Houston County","0117-Langston Road Elementary School","Female","34","*","*","72","*","247","26"
"676","Houston County","0117-Langston Road Elementary School","Male","24","*","*","96","*","249","23"
"676","Houston County","0117-Langston Road Elementary School","Total","58","*","*","168","*","496","49"
"676","Houston County","0175-Pearl Stephens Elementary School","Female","33","*","*","147","*","31","16"
"676","Houston County","0175-Pearl Stephens Elementary School","Male","28","*","*","137","*","39","*"
"676","Houston County","0175-Pearl Stephens Elementary School","Total","61","*","*","284","*","70","*"
"676","Houston County","0191-Northside Elementary School","Female","18","*","*","172","*","61","18"
"676","Houston County","0191-Northside Elementary School","Male","20","*","*","181","*","77","19"
"676","Houston County","0191-Northside Elementary School","Total","38","*","*","353","*","138","37"
"676","Houston County","0192-Houston County High School","Female","90","*","61","271","*","449","39"
"676","Houston County","0192-Houston County High School","Male","88","*","74","263","*","500","65"
"676","Houston County","0192-Houston County High School","Total","178","*","135","534","*","949","104"
"676","Houston County","0194-David A. Perdue Elementary School","Female","30","*","*","113","*","132","26"
"676","Houston County","0194-David A. Perdue Elementary School","Male","20","*","*","113","*","185","29"
"676","Houston County","0194-David A. Perdue Elementary School","Total","50","*","*","226","*","317","55"
"676","Houston County","0195-Quail Run Elementary School","Female","42","*","16","102","*","193","35"
"676","Houston County","0195-Quail Run Elementary School","Male","31","*","17","88","*","186","30"
"676","Houston County","0195-Quail Run Elementary School","Total","73","*","33","190","*","379","65"
"676","Houston County","0196-Feagin Mill Middle School","Female","24","*","28","171","*","197","24"
"676","Houston County","0196-Feagin Mill Middle School","Male","43","*","37","170","*","199","37"
"676","Houston County","0196-Feagin Mill Middle School","Total","67","*","65","341","*","396","61"
"676","Houston County","0199-Matthew Arthur Elementary School","Female","34","*","*","86","*","231","30"
"676","Houston County","0199-Matthew Arthur Elementary School","Male","33","*","*","92","*","243","30"
"676","Houston County","0199-Matthew Arthur Elementary School","Total","67","*","*","178","*","474","60"
"676","Houston County","0200-Perry Middle School","Female","23","*","*","153","*","230","21"
"676","Houston County","0200-Perry Middle School","Male","19","*","*","157","*","230","22"
"676","Houston County","0200-Perry Middle School","Total","42","*","*","310","*","460","43"
"676","Houston County","0204-Thomson Middle School","Female","32","*","*","180","*","105","25"
"676","Houston County","0204-Thomson Middle School","Male","43","*","18","197","*","137","25"
"676","Houston County","0204-Thomson Middle School","Total","75","*","*","377","*","242","50"
"676","Houston County","0208-Lake Joy Elementary School","Female","36","*","31","72","*","133","16"
"676","Houston County","0208-Lake Joy Elementary School","Male","27","*","35","81","*","161","25"
"676","Houston County","0208-Lake Joy Elementary School","Total","63","*","66","153","*","294","41"
"676","Houston County","0296-Bonaire Middle School","Female","47","*","*","109","*","320","25"
"676","Houston County","0296-Bonaire Middle School","Male","34","*","*","121","*","328","35"
"676","Houston County","0296-Bonaire Middle School","Total","81","*","*","230","*","648","60"
"676","Houston County","0309-Hilltop Elementary School","Female","27","*","*","85","*","201","31"
"676","Houston County","0309-Hilltop Elementary School","Male","28","*","*","73","*","219","25"
"676","Houston County","0309-Hilltop Elementary School","Total","55","*","*","158","*","420","56"
"676","Houston County","1050-Bonaire Elementary School","Female","30","*","*","66","*","294","27"
"676","Houston County","1050-Bonaire Elementary School","Male","30","*","*","79","*","285","31"
"676","Houston County","1050-Bonaire Elementary School","Total","60","*","*","145","*","579","58"
"676","Houston County","1052-Northside Middle School","Female","52","*","*","216","*","112","21"
"676","Houston County","1052-Northside Middle School","Male","67","*","*","271","*","120","28"
"676","Houston County","1052-Northside Middle School","Total","119","*","*","487","*","232","49"
"676","Houston County","1054-Perry High School","Female","37","*","*","237","*","362","23"
"676","Houston County","1054-Perry High School","Male","38","*","*","222","*","397","25"
"676","Houston County","1054-Perry High School","Total","75","*","*","459","*","759","48"
"676","Houston County","2050-Centerville Elementary School","Female","37","*","*","117","*","146","21"
"676","Houston County","2050-Centerville Elementary School","Male","29","*","*","108","*","146","20"
"676","Houston County","2050-Centerville Elementary School","Total","66","*","*","225","*","292","41"
"676","Houston County","2052-Northside High School","Female","106","*","21","458","*","288","50"
"676","Houston County","2052-Northside High School","Male","96","*","26","459","*","273","47"
"676","Houston County","2052-Northside High School","Total","202","*","47","917","*","561","97"
"676","Houston County","2054-Morningside Elementary School","Female","*","*","*","142","*","54","*"
"676","Houston County","2054-Morningside Elementary School","Male","*","*","*","177","*","58","15"
"676","Houston County","2054-Morningside Elementary School","Total","*","*","*","319","*","112","*"
"676","Houston County","2058-Westside Elementary School","Female","60","*","*","162","*","36","21"
"676","Houston County","2058-Westside Elementary School","Male","45","*","*","159","*","41","16"
"676","Houston County","2058-Westside Elementary School","Total","105","*","*","321","*","77","37"
"676","Houston County","3052-Parkwood Elementary School","Female","55","*","*","212","*","45","18"
"676","Houston County","3052-Parkwood Elementary School","Male","53","*","*","204","*","52","23"
"676","Houston County","3052-Parkwood Elementary School","Total","108","*","*","416","*","97","41"
"676","Houston County","3056-Tucker Elementary School","Female","*","*","*","81","*","141","*"
"676","Houston County","3056-Tucker Elementary School","Male","*","*","*","87","*","140","*"
"676","Houston County","3056-Tucker Elementary School","Total","*","*","*","168","*","281","*"
"676","Houston County","3550-Kings Chapel Elementary School","Female","17","*","*","43","*","202","*"
"676","Houston County","3550-Kings Chapel Elementary School","Male","15","*","*","45","*","203","*"
"676","Houston County","3550-Kings Chapel Elementary School","Total","32","*","*","88","*","405","*"
"676","Houston County","4050-Lindsey Elementary School","Female","28","*","*","89","*","*","*"
"676","Houston County","4050-Lindsey Elementary School","Male","25","*","*","84","*","*","*"
"676","Houston County","4050-Lindsey Elementary School","Total","53","*","*","173","*","*","*"
"676","Houston County","4054-Russell Elementary School","Female","48","*","*","144","*","108","28"
"676","Houston County","4054-Russell Elementary School","Male","45","*","*","133","*","126","24"
"676","Houston County","4054-Russell Elementary School","Total","93","*","*","277","*","234","52"
"676","Houston County","4056-Warner Robins High School","Female","98","*","*","429","*","225","47"
"676","Houston County","4056-Warner Robins High School","Male","72","*","*","436","*","226","54"
"676","Houston County","4056-Warner Robins High School","Total","170","*","*","865","*","451","101"
"676","Houston County","5050-Miller Elementary School","Female","38","*","*","163","*","52","17"
"676","Houston County","5050-Miller Elementary School","Male","29","*","*","135","*","76","18"
"676","Houston County","5050-Miller Elementary School","Total","67","*","*","298","*","128","35"
"676","Houston County","5054-Shirley Hills Elementary School","Female","23","*","*","106","*","108","29"
"676","Houston County","5054-Shirley Hills Elementary School","Male","*","*","*","127","*","125","20"
"676","Houston County","5054-Shirley Hills Elementary School","Total","*","*","*","233","*","233","49"
"676","Houston County","5056-Warner Robins Middle School","Female","49","*","*","185","*","135","28"
"676","Houston County","5056-Warner Robins Middle School","Male","63","*","*","186","*","147","23"
"676","Houston County","5056-Warner Robins Middle School","Total","112","*","*","371","*","282","51"
"677","Irwin County","0173-Irwin County Middle School","Female","*","*","*","65","*","105","*"
"677","Irwin County","0173-Irwin County Middle School","Male","*","*","*","75","*","141","*"
"677","Irwin County","0173-Irwin County Middle School","Total","*","*","*","140","*","246","*"
"677","Irwin County","0188-Irwin County Elementary School","Female","22","*","*","128","*","229","*"
"677","Irwin County","0188-Irwin County Elementary School","Male","18","*","*","127","*","272","15"
"677","Irwin County","0188-Irwin County Elementary School","Total","40","*","*","255","*","501","*"
"677","Irwin County","2050-Irwin County High School","Female","*","*","*","74","*","138","*"
"677","Irwin County","2050-Irwin County High School","Male","*","*","*","79","*","152","*"
"677","Irwin County","2050-Irwin County High School","Total","*","*","*","153","*","290","*"
"678","Jackson County","0101-West Jackson Elementary School","Female","78","*","22","25","*","317","21"
"678","Jackson County","0101-West Jackson Elementary School","Male","71","*","23","34","*","332","28"
"678","Jackson County","0101-West Jackson Elementary School","Total","149","*","45","59","*","649","49"
"678","Jackson County","0104-East Jackson Elementary School","Female","61","*","*","20","*","243","*"
"678","Jackson County","0104-East Jackson Elementary School","Male","58","*","*","*","*","260","*"
"678","Jackson County","0104-East Jackson Elementary School","Total","119","*","*","*","*","503","*"
"678","Jackson County","0107-East Jackson Comprehensive High School","Female","126","*","16","49","*","434","22"
"678","Jackson County","0107-East Jackson Comprehensive High School","Male","106","*","*","48","*","421","16"
"678","Jackson County","0107-East Jackson Comprehensive High School","Total","232","*","*","97","*","855","38"
"678","Jackson County","0191-Jackson County Comprehensive High School","Female","75","*","15","22","*","467","17"
"678","Jackson County","0191-Jackson County Comprehensive High School","Male","83","*","20","37","*","467","21"
"678","Jackson County","0191-Jackson County Comprehensive High School","Total","158","*","35","59","*","934","38"
"678","Jackson County","0197-East Jackson Middle School","Female","45","*","*","19","*","177","*"
"678","Jackson County","0197-East Jackson Middle School","Male","50","*","*","19","*","216","15"
"678","Jackson County","0197-East Jackson Middle School","Total","95","*","*","38","*","393","*"
"678","Jackson County","0209-Gum Springs Elementary School","Female","34","*","16","*","*","336","16"
"678","Jackson County","0209-Gum Springs Elementary School","Male","23","*","24","*","*","364","18"
"678","Jackson County","0209-Gum Springs Elementary School","Total","57","*","40","*","*","700","34"
"678","Jackson County","0297-West Jackson Middle School","Female","70","*","20","29","*","406","*"
"678","Jackson County","0297-West Jackson Middle School","Male","61","*","17","20","*","428","*"
"678","Jackson County","0297-West Jackson Middle School","Total","131","*","37","49","*","834","*"
"678","Jackson County","2550-Maysville Elementary School","Female","35","*","*","*","*","113","*"
"678","Jackson County","2550-Maysville Elementary School","Male","25","*","*","*","*","135","*"
"678","Jackson County","2550-Maysville Elementary School","Total","60","*","*","*","*","248","*"
"678","Jackson County","3050-North Jackson Elementary School","Female","26","*","*","*","*","116","*"
"678","Jackson County","3050-North Jackson Elementary School","Male","43","*","*","*","*","133","*"
"678","Jackson County","3050-North Jackson Elementary School","Total","69","*","*","*","*","249","*"
"678","Jackson County","4050-South Jackson Elementary School","Female","61","*","*","24","*","206","18"
"678","Jackson County","4050-South Jackson Elementary School","Male","53","*","*","23","*","200","16"
"678","Jackson County","4050-South Jackson Elementary School","Total","114","*","*","47","*","406","34"
"679","Jasper County","0100-Washington Park Elementary School","Female","*","*","*","65","*","155","*"
"679","Jasper County","0100-Washington Park Elementary School","Male","25","*","*","66","*","178","*"
"679","Jasper County","0100-Washington Park Elementary School","Total","*","*","*","131","*","333","*"
"679","Jasper County","0108-Jasper County High School","Female","22","*","*","67","*","216","*"
"679","Jasper County","0108-Jasper County High School","Male","26","*","*","85","*","232","*"
"679","Jasper County","0108-Jasper County High School","Total","48","*","*","152","*","448","*"
"679","Jasper County","0195-Jasper County Primary School","Female","21","*","*","67","*","206","20"
"679","Jasper County","0195-Jasper County Primary School","Male","29","*","*","57","*","210","15"
"679","Jasper County","0195-Jasper County Primary School","Total","50","*","*","124","*","416","35"
"679","Jasper County","0201-Jasper County Middle School","Female","26","*","*","64","*","167","*"
"679","Jasper County","0201-Jasper County Middle School","Male","*","*","*","63","*","194","*"
"679","Jasper County","0201-Jasper County Middle School","Total","*","*","*","127","*","361","*"
"680","Jeff Davis County","0105-Jeff Davis Primary School","Female","100","*","*","60","*","246","*"
"680","Jeff Davis County","0105-Jeff Davis Primary School","Male","111","*","*","61","*","244","29"
"680","Jeff Davis County","0105-Jeff Davis Primary School","Total","211","*","*","121","*","490","*"
"680","Jeff Davis County","0111-Jeff Davis Middle School","Female","71","*","*","34","*","210","*"
"680","Jeff Davis County","0111-Jeff Davis Middle School","Male","88","*","*","51","*","213","*"
"680","Jeff Davis County","0111-Jeff Davis Middle School","Total","159","*","*","85","*","423","*"
"680","Jeff Davis County","0175-Jeff Davis Elementary School","Female","79","*","*","56","*","195","*"
"680","Jeff Davis County","0175-Jeff Davis Elementary School","Male","74","*","*","45","*","209","*"
"680","Jeff Davis County","0175-Jeff Davis Elementary School","Total","153","*","*","101","*","404","*"
"680","Jeff Davis County","0199-Jeff Davis High School","Female","83","*","*","72","*","259","*"
"680","Jeff Davis County","0199-Jeff Davis High School","Male","101","*","*","55","*","272","*"
"680","Jeff Davis County","0199-Jeff Davis High School","Total","184","*","*","127","*","531","*"
"681","Jefferson County","0196-Jefferson County High School","Female","16","*","*","270","*","89","*"
"681","Jefferson County","0196-Jefferson County High School","Male","16","*","*","260","*","106","*"
"681","Jefferson County","0196-Jefferson County High School","Total","32","*","*","530","*","195","*"
"681","Jefferson County","0296-Louisville Middle School","Female","*","*","*","104","*","16","*"
"681","Jefferson County","0296-Louisville Middle School","Male","*","*","*","127","*","16","*"
"681","Jefferson County","0296-Louisville Middle School","Total","*","*","*","231","*","32","*"
"681","Jefferson County","0396-Wrens Middle School","Female","*","*","*","62","*","28","*"
"681","Jefferson County","0396-Wrens Middle School","Male","16","*","*","68","*","45","*"
"681","Jefferson County","0396-Wrens Middle School","Total","*","*","*","130","*","73","*"
"681","Jefferson County","1050-Carver Elementary School","Female","*","*","*","95","*","*","*"
"681","Jefferson County","1050-Carver Elementary School","Male","*","*","*","89","*","*","*"
"681","Jefferson County","1050-Carver Elementary School","Total","*","*","*","184","*","*","*"
"681","Jefferson County","1550-Louisville Academy","Female","*","*","*","169","*","39","*"
"681","Jefferson County","1550-Louisville Academy","Male","*","*","*","172","*","45","*"
"681","Jefferson County","1550-Louisville Academy","Total","*","*","*","341","*","84","*"
"681","Jefferson County","3550-Wrens Elementary School","Female","28","*","*","130","*","67","*"
"681","Jefferson County","3550-Wrens Elementary School","Male","30","*","*","154","*","80","*"
"681","Jefferson County","3550-Wrens Elementary School","Total","58","*","*","284","*","147","*"
"682","Jenkins County","0101-Jenkins County Middle School","Female","*","*","*","68","*","45","*"
"682","Jenkins County","0101-Jenkins County Middle School","Male","*","*","*","74","*","60","*"
"682","Jenkins County","0101-Jenkins County Middle School","Total","*","*","*","142","*","105","*"
"682","Jenkins County","0201-Jenkins County High School","Female","*","*","*","84","*","62","*"
"682","Jenkins County","0201-Jenkins County High School","Male","*","*","*","93","*","51","*"
